Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,BCS,Dag,Status,Weight,Lactation,Visit,Date,FEC,TFEC,month,plant,farm,time,tx2,month2
MKWINDA,Drug,27106,1,F,0,0,3,2,0,Borderline,31.3,Pregnant,9,25/11/2020,350,,November,,D13,112,plantdr,11
KAMCHEZERA,Drug,95225,3,F,0,0,2,2.5,0,Healthy,35.4,NotLactating,9,31/07/2020,0,.,July,,D8,112,nonedr,7
KAMCHEZERA,Drug,95341,3,F,0,0,2,3,0,Healthy,40.8,Lactating,9,22/05/2020,0,0,May,,D2,112,nonedr,5
KAMCHEZERA,Drug,95463,3,F,0,0,2,2.5,0,Healthy,40.8,NotLactating,9,22/05/2020,0,0,May,,D1,112,nonedr,5
MAZINGA,Plant,95601,4.5,F,1,0,2,2,0,Healthy,35.4,Lactating,9,28/01/2021,0,,January,kakhobo,P13,112,nonepl,1
MAZINGA,Plant,95627,4,F,0,0,2,2,0,Healthy,36.7,Lactating,9,21/05/2020,100,100,May,mtawa,P3,112,nonepl,5
MAZINGA,Plant,95646,4.5,F,0,0,2,2.5,0,Healthy,35.4,NotLactating,9,05/11/2020,50,,November,mtawa,P10,112,nonepl,11
MKWINDA,Drug,95692,4,F,,,,,,NR,,,9,27/05/2020,,.,May,,D12,113,,5
MKWINDA,Drug,97890,4.5,F,1,0,2,2,0,Healthy,36.9,NotLactating,9,27/05/2020,250,250,May,,D11,113,nonedr,5
MKWINDA,Drug,97895,4,F,1,0,2,3,0,Healthy,42.2,Lactating,9,27/05/2020,100,100,May,,D11,113,nonedr,5
KAMCHEZERA,Drug,97957,4,F,0,0,2,2,0,Healthy,29.9,Lactating,9,06/11/2020,100,,November,,D10,112,nonedr,11
KAMCHEZERA,Drug,98021,4,F,0,0,2,1,0,Sick,25.9,NotLactating,9,26/02/2021,8700,,February,,D27,112,drugdr,2
MKWINDA,Drug,98175,4,F,,,,,,NR,,,9,08/07/2020,,.,July,,D18,113,,7
MKWINDA,Drug,98263,4,F,0,0,2,1.5,0,Borderline,28.6,Lactating,9,27/05/2020,600,600,May,,D15,113,plantdr,5
MKWINDA,Drug,98266,4,F,0,0,2,2.5,3,Healthy,35.4,Lactating,9,27/05/2020,550,550,May,,D15,113,nonedr,5
KAMCHEZERA,Drug,98465,4,F,,,,,,NR,,,9,01/01/2021,,,January,,D26,112,,1
MKWINDA,Drug,98580,4,F,0,0,2,2,0,Healthy,35.4,Lactating,9,27/05/2020,,.,May,,D13,113,nonedr,5
KAMCHEZERA,Drug,98880,4,F,,,,,,Died,,,9,05/06/2020,,.,June,,D7,112,,6
MKWINDA,Drug,99081,3,F,0,0,2,2.5,0,Healthy,31.3,NotLactating,9,27/05/2020,,.,May,,D11,113,nonedr,5
MKWINDA,Drug,99083,4,F,1,0,2,2.5,3,Healthy,35.4,Lactating,9,27/05/2020,100,100,May,,D14,113,nonedr,5
MKWINDA,Drug,99316,3,F,0,0,2,2,0,Healthy,25.9,Lactating,9,27/05/2020,50,50,May,,D13,113,nonedr,5
KAMCHEZERA,Drug,99340,4.5,F,0,0,2,3,0,Healthy,45.8,Lactating,9,22/05/2020,50,50,May,,D2,112,nonedr,5
KAMCHEZERA,Drug,99380,3,F,,,,,,NR,,,9,28/12/2020,,,December,,D25,122,,12
KAMCHEZERA,Drug,99455,2,F,0,0,2,3,0,Healthy,29.9,NotLactating,9,22/05/2020,50,50,May,,D2,112,nonedr,5
MKWINDA,Drug,99514,4,F,,,,,,NR,,,9,27/05/2020,,.,May,,D14,113,,5
MKWINDA,Drug,99515,2.5,F,0,0,2,2.5,0,Healthy,23.1,NotLactating,9,27/05/2020,150,150,May,,D14,113,nonedr,5
MKWINDA,Drug,140m,2,F,0,0,2,2,0,Healthy,29.9,Lactating,9,24/06/2020,0,.,June,,D17,113,nonedr,6
MKWINDA,Drug,141m,4,F,0,0,2,2,0,Healthy,35.4,NotLactating,9,24/06/2020,50,.,June,,D17,113,nonedr,6
MKWINDA,Drug,17TD6,4,F,0,0,2,3,0,Healthy,42.2,Pregnant,9,27/05/2020,150,150,May,,D12,113,nonedr,5
MKWINDA,Drug,24TD1,3,F,1,0,2,2,0,Healthy,29.9,Lactating,9,27/05/2020,300,300,May,,D11,113,nonedr,5
MAZINGA,Plant,6,4.5,F,1,0,2,2.5,0,Healthy,31.3,NotLactating,10,04/06/2020,0,0,June,mtawa,P2,126,nonepl,6
MAZINGA,Plant,7,4.5,F,0,0,2,2.5,0,Healthy,39.5,Lactating,10,04/06/2020,150,150,June,mtawa,P2,126,nonepl,6
MAZINGA,Plant,8,3,F,0,0,2,2.5,0,Healthy,34.2,Lactating,10,04/06/2020,,.,June,mtawa,P2,126,nonepl,6
MAZINGA,Plant,12,3,F,0,0,2,3,0,Healthy,34.2,NotLactating,10,04/06/2020,250,250,June,mtawa,P3,126,nonepl,6
MAZINGA,Plant,13,3,F,0,0,2,2.5,0,Healthy,39.5,Pregnant,10,04/06/2020,100,100,June,mtawa,P3,126,nonepl,6
MAZINGA,Plant,14,1,F,0,0,2,2,0,Healthy,24.5,NotLactating,10,04/06/2020,1350,1350,June,mtawa,P3,126,nonepl,6
MAZINGA,Plant,18,2,F,0,0,2,2,0,Healthy,20.4,NotLactating,10,04/06/2020,1050,1050,June,mtawa,P4,126,nonepl,6
MAZINGA,Plant,19,4,F,0,0,2,2.5,4,Sick,34.2,NotLactating,10,04/06/2020,,.,June,mtawa,P4,126,drugpl,6
MAZINGA,Plant,25,3.5,F,,,,,,NR,,,10,04/06/2020,,.,June,mtawa,P5,126,,6
MAZINGA,Plant,26,1.5,F,,,,,,NR,,,10,04/06/2020,,.,June,mtawa,P5,126,,6
MAZINGA,Plant,30,4,F,0,0,2,2,0,Healthy,34.2,NotLactating,10,02/07/2020,100,.,July,kakhobo,P6,126,nonepl,7
MAZINGA,Plant,31,4,F,0,0,2,2,0,Healthy,31.3,Lactating,10,02/07/2020,100,.,July,kakhobo,P6,126,nonepl,7
MAZINGA,Plant,32,1,F,0,0,2,2.5,0,Healthy,25.9,NotLactating,10,02/07/2020,,.,July,kakhobo,P6,126,nonepl,7
MAZINGA,Plant,35,3,F,0,0,2,2.5,0,Healthy,35.4,NotLactating,10,02/07/2020,50,.,July,mtawa,P7,126,nonepl,7
MAZINGA,Plant,36,4,F,0,0,2,2.5,0,Healthy,29.9,Lactating,10,02/07/2020,50,.,July,mtawa,P7,126,nonepl,7
MAZINGA,Plant,37,1,F,0,0,2,3,0,Healthy,31.3,NotLactating,10,02/07/2020,50,.,July,mtawa,P7,126,nonepl,7
MAZINGA,Plant,41,4.5,F,0,0,2,2.5,0,Healthy,39.5,NotLactating,10,10/09/2020,150,,September,kakhobo,P9,126,nonepl,9
MAZINGA,Plant,42,4,F,0,0,2,2,0,Healthy,31.3,NotLactating,10,10/09/2020,0,,September,kakhobo,P9,126,nonepl,9
MAZINGA,Plant,43,4,F,0,0,2,2,0,Healthy,29.9,NotLactating,10,10/09/2020,0,,September,kakhobo,P9,126,nonepl,9
MAZINGA,Plant,44,2,F,0,0,2,3,0,Healthy,29.9,NotLactating,10,10/09/2020,50,,September,kakhobo,P9,126,nonepl,9
MAZINGA,Plant,45,1,F,0,0,2,2,0,Healthy,25.9,Lactating,10,10/09/2020,,,September,mtawa,P8,126,nonepl,9
MAZINGA,Plant,46,4.5,F,0,0,2,2,0,Healthy,38.1,NotLactating,10,10/09/2020,200,,September,mtawa,P8,126,nonepl,9
MAZINGA,Plant,47,4.5,F,0,0,2,2.5,0,Healthy,44,Pregnant,10,10/09/2020,150,,September,mtawa,P8,126,nonepl,9
CHINKHOWE,Plant,50,3,F,0,0,2,2.5,0,Healthy,32.6,NotLactating,10,11/06/2020,0,0,June,gmelina,P15,127,nonepl,6
CHINKHOWE,Plant,51,4.5,F,0,0,2,2,0,Healthy,44,Lactating,10,11/06/2020,350,400,June,gmelina,P15,127,nonepl,6
CHINKHOWE,Plant,52,3,F,0,0,2,2.5,0,Healthy,35.4,NotLactating,10,11/06/2020,0,150,June,gmelina,P15,127,nonepl,6
CHINKHOWE,Plant,53,4,F,0,0,2,3,0,Healthy,39.5,NotLactating,10,11/06/2020,100,100,June,gmelina,P15,127,nonepl,6
CHINKHOWE,Plant,54,1,F,0,0,2,2,0,Healthy,24.5,NotLactating,10,04/03/2021,,,March,gmelina,P15,126,nonepl,3
CHINKHOWE,Plant,57,2,F,0,0,2,2.5,0,Healthy,32.6,Lactating,10,11/06/2020,100,100,June,mtawa,P16,127,nonepl,6
CHINKHOWE,Plant,58,1,F,0,0,2,3,0,Healthy,25.9,NotLactating,10,11/06/2020,0,0,June,mtawa,P16,127,nonepl,6
CHINKHOWE,Plant,59,3,F,0,0,2,2.5,0,Healthy,25.9,NotLactating,10,11/06/2020,0,0,June,mtawa,P16,127,nonepl,6
CHINKHOWE,Plant,60,1,F,0,0,2,2,0,Healthy,21.8,Lactating,10,24/12/2020,850,,December,mtawa,P16,126,nonepl,12
CHINKHOWE,Plant,63,3,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P17,127,,6
CHINKHOWE,Plant,64,1,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P17,127,,6
CHINKHOWE,Plant,65,1,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P17,127,,6
CHINKHOWE,Plant,66,3,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P17,127,,6
CHINKHOWE,Plant,67,1,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P17,127,,6
CHINKHOWE,Plant,68,3,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P17,127,,6
CHINKHOWE,Plant,72,4,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P18,127,,6
CHINKHOWE,Plant,73,3,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P18,127,,6
CHINKHOWE,Plant,74,1,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P18,127,,6
CHINKHOWE,Plant,75,4,F,,,,,,NR,,,10,11/06/2020,,.,June,gmelina,P18,127,,6
CHINKHOWE,Plant,79,3,F,0,0,2,2,0,Healthy,29.9,NotLactating,10,11/06/2020,0,0,June,kakhobo,P19,127,nonepl,6
CHINKHOWE,Plant,80,4,F,0,0,2,2.5,0,Healthy,36.7,Lactating,10,11/06/2020,100,100,June,kakhobo,P19,127,nonepl,6
CHINKHOWE,Plant,81,3,F,,,,,,NR,,,10,11/06/2020,,.,June,kakhobo,P19,127,,6
CHINKHOWE,Plant,82,4,F,,,,,,NR,,,10,11/06/2020,,.,June,kakhobo,P19,127,,6
CHINKHOWE,Plant,86,4,F,0,0,2,2.5,0,Healthy,31.3,NotLactating,10,11/06/2020,,.,June,mtawa,P20,127,nonepl,6
CHINKHOWE,Plant,87,2.5,F,0,0,2,2,2,Healthy,25.9,Lactating,10,11/06/2020,0,100,June,mtawa,P20,127,nonepl,6
CHINKHOWE,Plant,91,4,F,0,0,2,3,0,Healthy,34.2,Pregnant,10,11/06/2020,,.,June,kakhobo,P21,127,nonepl,6
CHINKHOWE,Plant,92,4.5,F,0,0,2,2,0,Borderline,35.4,NotLactating,10,11/06/2020,200,200,June,kakhobo,P21,127,plantpl,6
CHINKHOWE,Plant,93,4.5,F,0,0,2,1.5,0,Healthy,35.4,Lactating,10,11/06/2020,0,0,June,kakhobo,P21,127,nonepl,6
CHINKHOWE,Plant,95,1,F,0,0,2,2,0,Healthy,29.9,NotLactating,10,21/01/2021,6200,,January,mtawa,P22,125,nonepl,1
CHINKHOWE,Plant,97,4,F,0,0,2,2,0,Healthy,31.3,Lactating,10,11/06/2020,900,900,June,mtawa,P22,127,nonepl,6
CHINKHOWE,Plant,98,1.5,F,0,0,2,2,0,Healthy,16.8,NotLactating,10,11/06/2020,650,650,June,mtawa,P22,127,nonepl,6
CHINKHOWE,Plant,99,3,F,0,0,2,2,0,Healthy,25.9,Lactating,10,11/06/2020,150,150,June,mtawa,P22,127,nonepl,6
KAMCHEZERA,Drug,101,2,F,0,0,2,2,0,Healthy,29.9,Pregnant,10,05/06/2020,100,100,June,,D1,126,nonedr,6
KAMCHEZERA,Drug,105,1,F,0,0,2,2.5,0,Healthy,25.9,NotLactating,10,05/06/2020,,.,June,,D3,126,nonedr,6
KAMCHEZERA,Drug,106,1,F,1,0,2,2,0,Healthy,27.2,NotLactating,10,05/06/2020,1100,1200,June,,D3,126,nonedr,6
KAMCHEZERA,Drug,107,1,F,1,0,2,2.5,0,Healthy,27.2,NotLactating,10,05/06/2020,350,500,June,,D3,126,nonedr,6
KAMCHEZERA,Drug,108,3,F,0,0,2,2,0,Healthy,27.2,NotLactating,10,05/06/2020,250,250,June,,D3,126,nonedr,6
KAMCHEZERA,Drug,111,1,F,0,0,2,2.5,0,Healthy,29.9,Lactating,10,05/06/2020,300,300,June,,D6,126,nonedr,6
MKWINDA,Drug,121,3.5,F,0,0,2,3,0,Healthy,35.4,NotLactating,10,10/06/2020,0,0,June,,D11,127,nonedr,6
MKWINDA,Drug,122,2,F,0,0,2,3,0,Healthy,28.6,NotLactating,10,10/06/2020,200,200,June,,D11,127,nonedr,6
MKWINDA,Drug,123,2,F,0,0,2,2.5,0,Healthy,28.6,Pregnant,10,10/06/2020,50,50,June,,D11,127,nonedr,6
MKWINDA,Drug,132,1.5,F,1,0,2,1.5,0,Borderline,28.6,Lactating,10,10/06/2020,150,150,June,,D14,127,plantdr,6
MKWINDA,Drug,135,4,F,,,,,,NR,,,10,10/06/2020,,.,June,,D16,127,,6
MKWINDA,Drug,136,1,F,,,,,,NR,,,10,10/06/2020,,.,June,,D16,127,,6
MKWINDA,Drug,137,4,F,,,,,,NR,,,10,10/06/2020,,.,June,,D16,127,,6
KAMCHEZERA,Drug,138,1,F,0,0,2,2.5,0,Healthy,31.3,Lactating,10,19/06/2020,0,.,June,,D7,126,nonedr,6
KAMCHEZERA,Drug,140,1,F,0,0,2,2.5,0,Healthy,31.3,Pregnant,10,20/11/2020,1350,,November,,D9,126,nonedr,11
KAMCHEZERA,Drug,141,1.5,F,0,0,2,2,0,Healthy,24.5,Pregnant,10,20/11/2020,200,,November,,D9,126,nonedr,11
MKWINDA,Drug,142,2,F,0,0,2,2,0,Healthy,24.5,Lactating,10,08/07/2020,250,.,July,,D17,127,nonedr,7
MKWINDA,Drug,143,4,F,0,0,2,2,0,Healthy,31.3,Lactating,10,08/07/2020,550,.,July,,D17,127,nonedr,7
MKWINDA,Drug,152,4.5,F,0,0,2,2.5,0,Healthy,38.1,Lactating,10,22/07/2020,100,,July,,D18,127,nonedr,7
MKWINDA,Drug,153,4.5,F,0,0,2,2,0,Healthy,38.1,NotLactating,10,19/08/2020,0,,August,,D18,126,nonedr,8
MAZINGA,Plant,200,2,F,0,0,2,2.5,0,Healthy,24.5,NotLactating,10,05/11/2020,50,,November,mtawa,P10,126,nonepl,11
MAZINGA,Plant,201,3,F,,,,,,NR,,,10,19/11/2020,,,November,mtawa,P10,126,,11
MAZINGA,Plant,205,1.5,F,0,0,2,2.5,0,Healthy,25.9,NotLactating,10,05/11/2020,200,,November,mtawa,P11,126,nonepl,11
MAZINGA,Plant,210,3,F,0,0,2,1.5,0,Healthy,29.9,Lactating,10,17/12/2020,350,,December,mtawa,P12,126,nonepl,12
MAZINGA,Plant,211,4.5,F,0,0,2,2,0,Healthy,32.6,Lactating,10,17/12/2020,0,,December,mtawa,P12,126,nonepl,12
MAZINGA,Plant,212,3,F,0,0,2,2,0,Healthy,36.7,Lactating,10,17/12/2020,0,,December,mtawa,P12,126,nonepl,12
MAZINGA,Plant,213,4.5,F,0,0,2,2,0,Healthy,40.8,Pregnant,10,17/12/2020,0,,December,mtawa,P12,126,nonepl,12
MAZINGA,Plant,217,4.5,F,0,0,2,2.5,0,Healthy,36.7,Lactating,10,11/02/2021,200,,February,kakhobo,P13,126,nonepl,2
MAZINGA,Plant,218,3,F,0,0,2,1.5,0,Healthy,20.1,Lactating,10,11/02/2021,1750,,February,kakhobo,P13,126,nonepl,2
MAZINGA,Plant,219,2,F,0,0,2,2,0,Healthy,25.9,Lactating,10,11/02/2021,,,February,kakhobo,P13,126,nonepl,2
CHINKHOWE,Plant,300,3,F,0,0,2,2.5,0,Healthy,31.3,NotLactating,10,11/06/2020,0,0,June,mtawa,P23,127,nonepl,6
CHINKHOWE,Plant,301,3,M,0,0,2,3,0,Healthy,34.2,,10,11/06/2020,200,200,June,mtawa,P23,127,nonepl,6
CHINKHOWE,Plant,302,4,F,0,0,2,2.5,0,Healthy,35.4,Lactating,10,11/06/2020,,.,June,mtawa,P23,127,nonepl,6
CHINKHOWE,Plant,306,3,F,0,0,2,2,0,Healthy,24.5,Lactating,10,21/01/2021,100,,January,mtawa,P24,125,nonepl,1
MKWINDA,Drug,10757,2.5,F,0,0,2,2,0,Healthy,25.9,NotLactating,10,08/07/2020,50,.,July,,D17,127,nonedr,7
KAMCHEZERA,Drug,26058,4.5,F,0,0,2,2.5,0,Healthy,27.2,Lactating,10,14/08/2020,250,.,August,,D8,126,nonedr,8
KAMCHEZERA,Drug,26059,4.5,F,0,0,2,2.5,0,Healthy,32.6,Lactating,10,14/08/2020,100,.,August,,D8,126,nonedr,8
KAMCHEZERA,Drug,26065,1,F,0,0,2,2,0,Healthy,27.2,Pregnant,10,05/06/2020,,.,June,,D1,126,nonedr,6
KAMCHEZERA,Drug,26075,3,F,,,,,,NR,,,10,05/06/2020,,.,June,,D5,126,,6
KAMCHEZERA,Drug,26077,1.5,F,0,0,2,3,0,Healthy,29.9,Lactating,10,05/06/2020,450,450,June,,D6,126,nonedr,6
MKWINDA,Drug,26383,1,M,0,0,3,2,0,Borderline,24.5,,10,10/06/2020,800,800,June,,D15,127,plantdr,6
MKWINDA,Drug,26437,2,F,0,0,2,2.5,0,Healthy,25.9,NotLactating,10,10/06/2020,100,100,June,,D13,127,nonedr,6
KAMCHEZERA,Drug,26529,3,F,,,,,,NR,,,10,05/06/2020,,.,June,,D4,126,,6
KAMCHEZERA,Drug,26549,3,F,,,,,,NR,,,10,05/06/2020,,.,June,,D3,126,,6
KAMCHEZERA,Drug,26552,1,F,,,,,,NR,,,10,05/06/2020,,.,June,,D6,126,,6
KAMCHEZERA,Drug,26553,1,F,,,,,,NR,,,10,05/06/2020,,.,june,,D6,126,,6
KAMCHEZERA,Drug,26558,2.5,F,0,0,1,2.5,0,Healthy,29.9,NotLactating,10,15/01/2021,150,,January,,D26,126,nonedr,1
KAMCHEZERA,Drug,26559,2,F,0,0,2,1.5,0,Healthy,23.1,NotLactating,10,15/01/2021,50,,January,,D26,126,nonedr,1
KAMCHEZERA,Drug,26560,2,F,,,,,,NR,,,10,15/01/2021,,,January,,D26,126,,1
KAMCHEZERA,Drug,26628,4.5,F,0,0,4,1.5,0,Sick,25.9,Lactating,10,01/01/2021,2500,,January,,D25,126,drugdr,1
KAMCHEZERA,Drug,26630,4.5,F,0,0,2,1.5,0,Borderline,23.1,Lactating,10,01/01/2021,400,,January,,D25,126,plantdr,1
KAMCHEZERA,Drug,26632,3.5,F,1,0,2,2,0,Sick,21.8,NotLactating,10,01/01/2021,400,,January,,D25,126,drugdr,1
KAMCHEZERA,Drug,26633,4.5,F,0,0,2,1.5,0,Borderline,28.6,Lactating,10,01/01/2021,0,,January,,D25,126,plantdr,1
KAMCHEZERA,Drug,26634,4.5,M,,,,,,NR,,,10,01/01/2021,,,January,,D25,126,,1
KAMCHEZERA,Drug,26643,3,F,0,0,3,1.5,0,Borderline,24.5,NotLactating,10,01/01/2021,100,,January,,D25,126,plantdr,1
MKWINDA,Drug,26909,1,F,0,0,2,2,0,Healthy,28.6,NotLactating,10,23/12/2020,0,,December,,D12,126,nonedr,12
MKWINDA,Drug,26910,4,F,0,0,2,3,0,Healthy,36.7,Lactating,10,10/06/2020,0,0,June,,D12,127,nonedr,6
MKWINDA,Drug,27097,1,F,0,0,2,2,0,Healthy,29.9,Lactating,10,25/11/2020,0,,November,,D11,112,nonedr,11
MKWINDA,Drug,27098,1,F,0,0,2,2.5,0,Healthy,34.2,Pregnant,10,25/11/2020,,,November,,D11,112,nonedr,11
MKWINDA,Drug,27104,1,F,0,0,2,2,0,Healthy,28.6,Lactating,10,06/01/2021,50,,January,,D13,126,nonedr,1
MKWINDA,Drug,27106,1,F,,,,,,NR,,,10,09/12/2020,,,December,,D13,126,,12
KAMCHEZERA,Drug,95225,3,F,0,0,2,2.5,0,Healthy,35.4,NotLactating,10,14/08/2020,0,.,August,,D8,126,nonedr,8
KAMCHEZERA,Drug,95341,3,F,0,0,2,2,0,Healthy,40.8,Pregnant,10,05/06/2020,100,100,June,,D2,126,nonedr,6
KAMCHEZERA,Drug,95463,3,F,0,0,2,2,0,Healthy,44,Pregnant,10,05/06/2020,150,150,June,,D1,126,nonedr,6
MAZINGA,Plant,95601,4.5,F,0,0,2,2,0,Healthy,36.7,Lactating,10,11/02/2021,,,February,kakhobo,P13,126,nonepl,2
MAZINGA,Plant,95627,4,F,0,0,2,2,0,Healthy,38.1,Lactating,10,04/06/2020,100,100,June,mtawa,P3,126,nonepl,6
MAZINGA,Plant,95646,4.5,F,,,,,,NR,,,10,19/11/2020,,,November,mtawa,P10,126,,11
MKWINDA,Drug,95692,4,F,1,0,2,1.5,0,Borderline,35.4,Lactating,10,10/06/2020,200,200,June,,D12,127,plantdr,6
MKWINDA,Drug,97890,4.5,F,1,0,2,2,0,Healthy,38.1,Lactating,10,10/06/2020,100,100,June,,D11,127,nonedr,6
MKWINDA,Drug,97895,4,F,1,0,2,3,0,Healthy,45.8,Pregnant,10,10/06/2020,100,300,June,,D11,127,nonedr,6
KAMCHEZERA,Drug,97957,4,F,0,0,2,2.5,0,Healthy,28.6,Lactating,10,20/11/2020,200,,November,,D10,126,nonedr,11
MKWINDA,Drug,98175,4,F,0,0,2,2.5,0,Healthy,29.9,NotLactating,10,22/07/2020,,,July,,D18,127,nonedr,7
MKWINDA,Drug,98263,4,F,0,0,2,1,4,Sick,32.6,Lactating,10,10/06/2020,100,100,June,,D15,127,drugdr,6
MKWINDA,Drug,98266,4,F,,,,,,Died,,,10,10/06/2020,,.,June,,D15,127,,6
MKWINDA,Drug,98580,4,F,0,0,2,2,0,Healthy,35.4,Lactating,10,10/06/2020,100,100,June,,D13,127,nonedr,6
MKWINDA,Drug,99081,3,F,1,0,2,3,0,Healthy,34.2,Pregnant,10,10/06/2020,0,0,June,,D11,127,nonedr,6
MKWINDA,Drug,99083,4,F,1,0,2,2.5,3,Healthy,35.4,Lactating,10,10/06/2020,200,200,June,,D14,127,nonedr,6
MKWINDA,Drug,99316,3,F,0,0,2,2,0,Healthy,25.9,Lactating,10,10/06/2020,,.,June,,D13,127,nonedr,6
KAMCHEZERA,Drug,99340,4.5,F,0,0,2,2.5,0,Healthy,38.1,Pregnant,10,05/06/2020,400,400,June,,D2,126,nonedr,6
KAMCHEZERA,Drug,99380,3,F,0,0,2,2,0,Healthy,36.7,Lactating,10,01/01/2021,100,,January,,D25,126,nonedr,1
KAMCHEZERA,Drug,99455,2,F,0,0,2,3,0,Healthy,28.6,NotLactating,10,05/06/2020,0,0,June,,D2,126,nonedr,6
MKWINDA,Drug,99514,4,F,,,,,,NR,,,10,10/06/2020,50,50,June,,D14,127,,6
MKWINDA,Drug,99515,2.5,F,0,0,2,2.5,0,Healthy,23.1,NotLactating,10,10/06/2020,50,100,June,,D14,127,nonedr,6
MKWINDA,Drug,140m,2,F,0,0,2,2,0,Healthy,27.2,Lactating,10,08/07/2020,0,.,July,,D17,127,nonedr,7
MKWINDA,Drug,141m,4,F,0,0,2,2,0,Healthy,35.4,NotLactating,10,08/07/2020,150,.,July,,D17,127,nonedr,7
MKWINDA,Drug,17TD6,4,F,0,0,2,2.5,0,Healthy,40.8,Pregnant,10,10/06/2020,350,450,June,,D12,127,nonedr,6
MKWINDA,Drug,24TD1,3,F,0,0,2,2,0,Healthy,34.2,Lactating,10,10/06/2020,0,0,June,,D11,127,nonedr,6
MAZINGA,Plant,6,4.5,F,0,0,2,2.5,0,Healthy,27.2,NotLactating,11,18/06/2020,0,0,June,mtawa,P2,140,nonepl,6
MAZINGA,Plant,7,4.5,F,0,0,2,2.5,0,Healthy,36.7,Lactating,11,18/06/2020,350,350,June,mtawa,P2,140,nonepl,6
MAZINGA,Plant,8,3,F,0,0,2,2.5,0,Healthy,38.1,Lactating,11,18/06/2020,300,.,June,mtawa,P2,140,nonepl,6
MAZINGA,Plant,12,3,F,0,0,2,3,0,Healthy,32.6,NotLactating,11,18/06/2020,,.,June,mtawa,P3,140,nonepl,6
MAZINGA,Plant,13,3,F,0,0,2,2.5,0,Healthy,36.7,Pregnant,11,18/06/2020,50,.,June,mtawa,P3,140,nonepl,6
MAZINGA,Plant,14,1,F,,,,,,Sold,,,11,18/06/2020,,.,June,mtawa,P3,140,,6
MAZINGA,Plant,18,2,F,0,0,2,2.5,0,Healthy,23.1,NotLactating,11,18/06/2020,200,.,June,mtawa,P4,140,nonepl,6
MAZINGA,Plant,19,4,F,0,0,2,2,0,Healthy,32.6,NotLactating,11,18/06/2020,0,.,June,mtawa,P4,140,nonepl,6
MAZINGA,Plant,25,3.5,F,,,,,,NR,,,11,18/06/2020,,.,June,mtawa,P5,140,,6
MAZINGA,Plant,26,1.5,F,0,0,2,2,0,Healthy,17.7,Lactating,11,18/06/2020,,.,June,mtawa,P5,140,nonepl,6
MAZINGA,Plant,30,4,F,0,0,2,2.5,2,Healthy,34.2,NotLactating,11,16/07/2020,,,July,kakhobo,P6,140,nonepl,7
MAZINGA,Plant,31,4,F,0,0,2,2,0,Healthy,32.6,NotLactating,11,16/07/2020,50,,July,kakhobo,P6,140,nonepl,7
MAZINGA,Plant,32,1,F,0,0,2,2,0,Healthy,27.2,NotLactating,11,16/07/2020,0,,July,kakhobo,P6,140,nonepl,7
MAZINGA,Plant,35,3,F,0,0,2,2.5,0,Healthy,39.5,NotLactating,11,16/07/2020,50,,July,mtawa,P7,140,nonepl,7
MAZINGA,Plant,36,4,F,0,0,2,2.5,0,Healthy,29.9,NotLactating,11,16/07/2020,0,,July,mtawa,P7,140,nonepl,7
MAZINGA,Plant,37,1,F,0,0,2,2.5,0,Healthy,28.6,NotLactating,11,16/07/2020,50,,July,mtawa,P7,140,nonepl,7
MAZINGA,Plant,41,4.5,F,0,0,2,2.5,0,Healthy,39.5,NotLactating,11,24/09/2020,0,,September,kakhobo,P9,140,nonepl,9
MAZINGA,Plant,42,4,F,0,0,2,2,0,Healthy,32.6,NotLactating,11,24/09/2020,50,,September,kakhobo,P9,140,nonepl,9
MAZINGA,Plant,43,4,F,0,0,2,2,0,Healthy,27.2,NotLactating,11,24/09/2020,0,,September,kakhobo,P9,140,nonepl,9
MAZINGA,Plant,44,2,F,0,0,2,2.5,0,Healthy,28.6,NotLactating,11,24/09/2020,50,,September,kakhobo,P9,140,nonepl,9
MAZINGA,Plant,45,1,F,0,0,2,2,0,Healthy,24.5,Lactating,11,24/09/2020,0,,September,mtawa,P8,140,nonepl,9
MAZINGA,Plant,46,4.5,F,0,0,2,2,0,Healthy,35.4,NotLactating,11,24/09/2020,450,,September,mtawa,P8,140,nonepl,9
MAZINGA,Plant,47,4.5,F,0,0,2,2,0,Healthy,45.8,Pregnant,11,24/09/2020,100,,September,mtawa,P8,140,nonepl,9
CHINKHOWE,Plant,50,3,F,0,0,2,3,0,Healthy,34.2,NotLactating,11,25/06/2020,50,.,June,gmelina,P15,141,nonepl,6
CHINKHOWE,Plant,51,4.5,F,0,0,2,2.5,0,Healthy,42.2,NotLactating,11,25/06/2020,0,.,June,gmelina,P15,141,nonepl,6
